text,text_lower,label
ProtecciŠn de Flora,proteccišn de flora,385
Fauna Islas del Golfo de California,fauna islas del golfo de california,385
Sonora,sonora,385
Reserva de la BiŠsfera Pantanos de Centla,reserva de la bišsfera pantanos de centla,385
Reserva de la BiŠsfera Mapimí,reserva de la bišsfera mapimí,385
Reserva de la BiŠsfera Mariposa Monarca,reserva de la bišsfera mariposa monarca,385
Parque Nacional Sierra de San Pedro Mártir,parque nacional sierra de san pedro mártir,385
Parque Nacional Costa Occidental,parque nacional costa occidental,385
Isla Mujeres,isla mujeres,385
Punta Cancœn,punta cancœn,385
Punta Nizuc,punta nizuc,385
Área de ProtecciŠn de Flora,área de proteccišn de flora,385
Fauna Manglares de Nichupté,fauna manglares de nichupté,385
Parque Nacional Arrecife de Puerto Morelos,parque nacional arrecife de puerto morelos,385
biŠsfera El Vizcaíno,bišsfera el vizcaíno,385
Pantanos de Centla,pantanos de centla,385
Parque Nacional Puerto Morelos,parque nacional puerto morelos,385
biŠsfera Mariposa Monarca,bišsfera mariposa monarca,7654241940133152407
Mapimí,mapimí,385
Selva El Ocote,selva el ocote,385
Área de ProtecciŠn de Recursos Naturales Don Martín,área de proteccišn de recursos naturales don martín,385
CaŒŠn del Sumidero,caœšn del sumidero,385
San Pedro,san pedro,385
Nayarit,nayarit,385
Colima,colima,385
Baja California Sur,baja california sur,385
Hidalgo,hidalgo,385
Tabasco,tabasco,385
ÒConservaciŠn de Cuencas Costeras,òconservacišn de cuencas costeras,385
Contexto de Cambio ClimáticoÓ.,contexto de cambio climáticoó.,385
Banco Mundial,banco mundial,383
Golfo de California,golfo de california,385
Golfo de México,golfo de méxico,385
Instituto Nacional de Ecología y Cambio Climático,instituto nacional de ecología y cambio climático,385
INECC,inecc,383
CONANP,conanp,7654241940133152407
ComisiŠn Nacional Forestal,comisišn nacional forestal,385
Fondo Mexicano,fondo mexicano,385
ConservaciŠn de la Naturaleza,conservacišn de la naturaleza,385
Gobierno de México,gobierno de méxico,383
INECC,inecc,383
DOF 28,dof 28,7654241940133152407
Šrdenes,šrdenes,4317129024397789502
Objetivos de Desarrollo Sostenible de la Agenda 2030,objetivos de desarrollo sostenible de la agenda 2030,7654241940133152407
ContribuciŠn Nacionalmente Determinada,contribucišn nacionalmente determinada,7654241940133152407
Acuerdo de París,acuerdo de parís,383
Mecanismos y Redes de Transferencia de Tecnologías de Cambio Climático,mecanismos y redes de transferencia de tecnologías de cambio climático,7654241940133152407
Latinoamérica,latinoamérica,385
Caribe,caribe,385
Fondo para el Medio Ambiente Mundial,fondo para el medio ambiente mundial,383
GEF,gef,383
Banco Interamericano de Desarrollo,banco interamericano de desarrollo,383
El proyecto,el proyecto,7654241940133152407
Latinoamérica,latinoamérica,385
Caribe,caribe,385
ÒrecomendaciŠn,òrecomendacišn,385
Tecnologías EcolŠgicamente Racionales en los Sistemas Nacionales de InnovaciŠnÓ,tecnologías ecolšgicamente racionales en los sistemas nacionales de innovacišnó,7654241940133152407
ÒInforme Marco Analítico,òinforme marco analítico,7654241940133152407
Guías,guías,7654241940133152407
PlaneaciŠn,planeacišn,385
Cambio Climático,cambio climático,383
Tecnologías EcolŠgicamente,tecnologías ecolšgicamente,7654241940133152407
Fondo de Cambio Climático,fondo de cambio climático,7654241940133152407
ÒConvocatoria Nacional No,òconvocatoria nacional no,383
mitigaciŠn,mitigacišn,385
adaptaciŠn,adaptacišn,385
Áreas Naturales Protegidas,áreas naturales protegidas,385
Áreas Destinadas Voluntariamente,áreas destinadas voluntariamente,385
ConservaciŠn,conservacišn,385
RamsarÓ,ramsaró,7654241940133152407
En la sesiŠn del Consejo del Fondo para el Medio Ambiente Mundial,en la sesišn del consejo del fondo para el medio ambiente mundial,7654241940133152407
FMAM,fmam,7654241940133152407
Programa,programa,7654241940133152407
ÒSistemas Alimentarios,òsistemas alimentarios,7654241940133152407
Uso de Suelo,uso de suelo,7654241940133152407
RestauraciŠnÓ,restauracišnó,7654241940133152407
FOLUR,folur,7654241940133152407
ÒConectando,òconectando,7654241940133152407
producciŠn ganadera CONECTAÓ,produccišn ganadera conectaó,7654241940133152407
Instituto Nacional de Ecología y Cambio Climático,instituto nacional de ecología y cambio climático,383
Fondo Mexicano,fondo mexicano,383
ConservaciŠn de la Naturaleza,conservacišn de la naturaleza,385
Banco Mundial,banco mundial,383
dŠlares,dšlares,7654241940133152407
FMAM,fmam,7654241940133152407
México,méxico,385
dŠlares,dšlares,7654241940133152407
programa FOLUR,programa folur,7654241940133152407
dŠlares,dšlares,7654241940133152407
Banco Mundial,banco mundial,383
ÒMapeo,òmapeo,7654241940133152407
Y DE RECURSOS NATURALES,y de recursos naturales,383
El Sistema Nacional de InformaciŠn Ambiental y de Recursos Naturales,el sistema nacional de informacišn ambiental y de recursos naturales,7654241940133152407
SNIARN,sniarn,383
Base de Datos Estadísticos del SNIARN,base de datos estadísticos del sniarn,385
Espacio Digital Geográfico,espacio digital geográfico,385
Conjunto de Indicadores Clave,conjunto de indicadores clave,383
Sistema Nacional de Indicadores Ambientales,sistema nacional de indicadores ambientales,383
La BadeSNIARN,la badesniarn,7654241940133152407
El Espacio Digital Geográfico,el espacio digital geográfico,7654241940133152407
Río Atoyac,río atoyac,383
Zona Federal Marítimo Terrestre.,zona federal marítimo terrestre.,385
Sistema Nacional de Indicadores Ambientales,sistema nacional de indicadores ambientales,385
Iniciativa Latinoamericana,iniciativa latinoamericana,383
CaribeŒa para el Desarrollo Sostenible,caribeœa para el desarrollo sostenible,383
CAPACITACIÓN Y CULTURA AMBIENTAL El Gobierno de México,capacitación y cultura ambiental el gobierno de méxico,383
SEMARNAT,semarnat,7654241940133152407
ÒOficina VerdeÓ.,òoficina verdeó.,7654241940133152407
Semana de la Diversidad BiolŠgica,semana de la diversidad biolšgica,7654241940133152407
ÒNuestra,ònuestra,7654241940133152407
alimentaciŠn,alimentacišn,7654241940133152407
Aguascalientes,aguascalientes,385
Baja California,baja california,385
Campeche,campeche,385
Ciudad de México,ciudad de méxico,385
Chiapas,chiapas,385
Coahuila,coahuila,385
Colima,colima,385
Durango,durango,385
México,méxico,385
Guanajuato,guanajuato,385
Guerrero,guerrero,385
Hidalgo,hidalgo,385
Jalisco,jalisco,385
Michoacán,michoacán,385
Morelos,morelos,385
Nayarit,nayarit,385
Nuevo LeŠn,nuevo lešn,385
Oaxaca,oaxaca,385
Puebla,puebla,385
Querétaro,querétaro,385
Quintana Roo,quintana roo,385
San Luis Potosí,san luis potosí,385
Sinaloa,sinaloa,385
Tabasco,tabasco,385
Tamaulipas,tamaulipas,385
Tlaxcala,tlaxcala,385
Veracruz,veracruz,385
Yucatán,yucatán,385
CoordinaciŠn Sectorial de Desarrollo Académico,coordinacišn sectorial de desarrollo académico,385
intervenciŠn,intervencišn,385
La política forestal nacional,la política forestal nacional,7654241940133152407
formulaciŠn,formulacišn,385
modificaciŠn,modificacišn,385
formulaciŠn,formulacišn,385
REGULACIÓN DEL APROVECHAMIENTO DE LA BIODIVERSIDAD,regulación del aprovechamiento de la biodiversidad,385
extracciŠn,extraccišn,385
exportaciŠn,exportacišn,7654241940133152407
candelilla,candelilla,385
Euphorbia antisyphilitica,euphorbia antisyphilitica,385
Ovis,ovis,385
Carcharhinus falciformis,carcharhinus falciformis,4317129024397789502
Sphyrna lewini,sphyrna lewini,4317129024397789502
S. zygaena,s. zygaena,4317129024397789502
Swietenia macrophylla,swietenia macrophylla,4317129024397789502
GESTIÓN AMBIENTAL CON ENFOQUE DE GÉNERO Como,gestión ambiental con enfoque de género como,385
Administraciones Portuarias Integrales,administraciones portuarias integrales,385
temas:¥Protocolo œnico,temas:¥protocolo œnico,385
AdministraciŠn Pœblica Federal,administracišn pœblica federal,385
Protocolo de actuaciŠn de los,protocolo de actuacišn de los,7654241940133152407
Comités de Ética,comités de ética,383
PrevenciŠn,prevencišn,385
Conflictos de interés,conflictos de interés,7654241940133152407
"Asimismo, las Administraciones Portuarias Integrales","asimismo, las administraciones portuarias integrales",7654241940133152407
Igualdad Laboral,igualdad laboral,385
No DiscriminaciŠn,no discriminacišn,385
CONTROL DE INCENDIOS FORESTALES En la prevenciŠn,control de incendios forestales en la prevencišn,383
Gobierno de México,gobierno de méxico,383
Šrdenes,šrdenes,4317129024397789502
Operaron los 33 Centros de Control de Incendios Forestales,operaron los 33 centros de control de incendios forestales,7654241940133152407
Se instalaron 32 Comités Estatales de ProtecciŠn,se instalaron 32 comités estatales de proteccišn,7654241940133152407
Incendios Forestales,incendios forestales,383
Programa de Manejo del Fuego,programa de manejo del fuego,7654241940133152407
Equipos Estatales de Manejo de Incidentes,equipos estatales de manejo de incidentes,7654241940133152407
Se construyeron y,se construyeron y,7654241940133152407
detecciŠn oportuna de incendios forestales,deteccišn oportuna de incendios forestales,7654241940133152407
detecciŠn,deteccišn,385
NOM-015-SEMARNAT,nom-015-semarnat,385
SAGARPA-2007,sagarpa-2007,385
SCI-402 Sistema,sci-402 sistema,7654241940133152407
Ciudad de México,ciudad de méxico,385
SCI-402 Sistema,sci-402 sistema,7654241940133152407
Amozoc,amozoc,385
Puebla,puebla,385
Victoria,victoria,385
Tamaulipas,tamaulipas,385
CPCIF,cpcif,7654241940133152407
Saltillo,saltillo,385
Coahuila,coahuila,385
S-430 Jefe de la secciŠn de operaciones Mérida,s-430 jefe de la seccišn de operaciones mérida,385
Yucatán,yucatán,385
Entre el 1 de enero,entre el 1 de enero,7654241940133152407
El nœmero de incendios forestales,el nœmero de incendios forestales,7654241940133152407
Las entidades federativas con mayor,las entidades federativas con mayor,7654241940133152407
Jalisco,jalisco,385
Durango,durango,385
Oaxaca,oaxaca,385
Nayarit,nayarit,385
Guerrero,guerrero,385
Chiapas,chiapas,385
Chihuahua,chihuahua,385
San Luis Potosí,san luis potosí,385
Guanajuato,guanajuato,385
Puebla,puebla,385
SANIDAD FORESTAL El Centro Nacional de EvaluaciŠn de Riesgos,sanidad forestal el centro nacional de evaluacišn de riesgos,385
Alerta Fitosanitaria Forestal,alerta fitosanitaria forestal,7654241940133152407
Oaxaca,oaxaca,385
Jalisco,jalisco,385
Sonora,sonora,385
Chihuahua,chihuahua,385
Euwallacea,euwallacea,385
Xyleborus,xyleborus,385
país.1/ Asimismo,país.1/ asimismo,383
Baja California,baja california,385
Campeche,campeche,385
Chihuahua,chihuahua,385
Colima,colima,385
Guerrero,guerrero,385
Jalisco,jalisco,385
México,méxico,385
Michoacán,michoacán,4317129024397789502
Morelos,morelos,4317129024397789502
Nuevo LeŠn,nuevo lešn,385
Puebla,puebla,385
Quintana Roo,quintana roo,385
Sonora,sonora,385
Veracruz,veracruz,385
Yucatán,yucatán,4317129024397789502
Tamaulipas,tamaulipas,385
Coahuila,coahuila,385
Sinaloa,sinaloa,385
GESTIÓN Y REGULACIÓN DEL AGUA Las acciones de gobierno orientadas a mantener,gestión y regulación del agua las acciones de gobierno orientadas a mantener,7654241940133152407
Anexos Técnicos del Apartado Plantas de Tratamiento de Aguas Residuales,anexos técnicos del apartado plantas de tratamiento de aguas residuales,7654241940133152407
ampliaciŠn,ampliacišn,385
Chiapas,chiapas,385
Chihuahua,chihuahua,385
Guerrero,guerrero,385
México,méxico,385
Morelos,morelos,385
Nuevo LeŠn,nuevo lešn,385
San Luis Potosí,san luis potosí,385
Sonora,sonora,385
Tamaulipas,tamaulipas,385
Zacatecas,zacatecas,385
Registro Pœblico de Derechos de Agua,registro pœblico de derechos de agua,7654241940133152407
inspecciŠn,inspeccišn,385
Ley de Aguas Nacionales,ley de aguas nacionales,7654241940133152407
DOF,dof,7654241940133152407
Reglamento,reglamento,4317129024397789502
Las multas impuestas,las multas impuestas,7654241940133152407
medir 127.4,medir 127.4,7654241940133152407
El Registro Pœblico de Derechos de Agua,el registro pœblico de derechos de agua,7654241940133152407
concesiŠn,concesišn,7654241940133152407
El rediseŒo de la página web,el rediseœo de la página web,7654241940133152407
Las acciones de transparencia,las acciones de transparencia,7654241940133152407
Esta informaciŠn,esta informacišn,7654241940133152407
DOF,dof,7654241940133152407
CONAGU@,conagu@,7654241940133152407
El sistema es preventivo contra la corrupciŠn,el sistema es preventivo contra la corrupcišn,7654241940133152407
El Parque EcolŠgico Lago de Texcoco,el parque ecolšgico lago de texcoco,7654241940133152407
Fase 1,fase 1,383
Nabor Carrillo,nabor carrillo,385
DOF,dof,385
Decreto,decreto,7654241940133152407
asignaciŠn,asignacišn,385
concesiŠn,concesišn,385
Valle de Bravo,valle de bravo,385
México,méxico,385
Yosocuta,yosocuta,385
Oaxaca,oaxaca,385
presa Valsequillo,presa valsequillo,385
Atoyac,atoyac,385
Puebla,puebla,385
Se registrŠ excelente calidad,se registrš excelente calidad,7654241940133152407
sŠlidos,sšlidos,7654241940133152407
Asimismo,asimismo,7654241940133152407
Bajo,bajo,7654241940133152407
Blue Flag,blue flag,7654241940133152407
Con ello México,con ello méxico,7654241940133152407
América,américa,385
La calidad del agua,la calidad del agua,7654241940133152407
Con el propŠsito de atender con tecnologías,con el propšsito de atender con tecnologías,7654241940133152407
Programa Nacional,programa nacional,7654241940133152407
CaptaciŠn de Agua de Lluvia,captacišn de agua de lluvia,385
Ecotecnias,ecotecnias,385
Zonas Rurales,zonas rurales,385
La poblaciŠn,la poblacišn,385
"Asimismo, se acelerŠ","asimismo, se acelerš",7654241940133152407
Valles Centrales de Oaxaca,valles centrales de oaxaca,385
aŒos,aœos,7654241940133152407
Baja California,baja california,385
Municipio de San Luis Río Colorado,municipio de san luis río colorado,385
Sonora,sonora,385
Ríos Yaqui,ríos yaqui,385
Mátape,mátape,385
Ríos Presidio,ríos presidio,385
San Pedro,san pedro,385
Los 26,los 26,385
Programa Nacional Hídrico 2019,programa nacional hídrico 2019,7654241940133152407
mitigaciŠn de la sequía,mitigacišn de la sequía,385
restauraciŠn de cuencas,restauracišn de cuencas,385
DOF,dof,385
Acuerdos,acuerdos,7654241940133152407
Estudios Técnicos Justificativos,estudios técnicos justificativos,7654241940133152407
BlancaÓ,blancaó,7654241940133152407
ÒVilla HidalgoÓ,òvilla hidalgoó,7654241940133152407
Zacatecas,zacatecas,7654241940133152407
PROGRAMA NACIONAL HÍDRICO 2019,programa nacional hídrico 2019,7654241940133152407
La ComisiŠn Nacional del Agua,la comisišn nacional del agua,385
Programa Nacional Hídrico 2019,programa nacional hídrico 2019,7654241940133152407
AsociaciŠn Nacional de Empresas de Agua y Saneamiento,asociacišn nacional de empresas de agua y saneamiento,385
AsociaciŠn Nacional de Usuarios de Riego,asociacišn nacional de usuarios de riego,385
The Nature Conservancy,the nature conservancy,7654241940133152407
REGISTRO NACIONAL DE EMISIONES Del 1,registro nacional de emisiones del 1,7654241940133152407
Registro Nacional de Emisiones,registro nacional de emisiones,7654241940133152407
Establecimientos Sujetos,establecimientos sujetos,7654241940133152407
Reporte,reporte,385
CO2,co2,383
CALIDAD DEL AIRE Tres Programas de GestiŠn,calidad del aire tres programas de gestišn,7654241940133152407
Mejorar la Calidad del Aire,mejorar la calidad del aire,7654241940133152407
ProAire,proaire,7654241940133152407
Campeche,campeche,385
Quintana Roo,quintana roo,385
Oaxaca,oaxaca,385
ProAire,proaire,7654241940133152407
Programas para Prevenir y Responder a Contingencias Ambientales Atmosféricas,programas para prevenir y responder a contingencias ambientales atmosféricas,7654241940133152407
Ciudad de México,ciudad de méxico,385
México,méxico,385
Los Programas,los programas,383
ZMVM,zmvm,7654241940133152407
Programas para Contingencias Ambientales Atmosféricas de la ZMVM,programas para contingencias ambientales atmosféricas de la zmvm,7654241940133152407
El 4 de junio de 2019,el 4 de junio de 2019,7654241940133152407
ZMVM,zmvm,7654241940133152407
Zona Metropolitana,zona metropolitana,385
ZM,zm,385
Valle de México 2011,valle de méxico 2011,385
Jalisco,jalisco,385
Mexicali,mexicali,385
ZM,zm,7654241940133152407
Tijuana 2012,tijuana 2012,7654241940133152407
Puebla,puebla,385
ZM de Salamanca,zm de salamanca,7654241940133152407
ZM,zm,7654241940133152407
LeŠn 2013,lešn 2013,7654241940133152407
ZM,zm,7654241940133152407
ZM de Querétaro 2014,zm de querétaro 2014,7654241940133152407
ZM,zm,7654241940133152407
Oaxaca 2014,oaxaca 2014,7654241940133152407
Tlaxcala,tlaxcala,385
Michoacán 2015,michoacán 2015,7654241940133152407
Nogales 2016,nogales 2016,7654241940133152407
Durango 2016,durango 2016,7654241940133152407
Hidalgo 2016,hidalgo 2016,7654241940133152407
Chihuahua 2016,chihuahua 2016,7654241940133152407
Nuevo LeŠn 2016,nuevo lešn 2016,7654241940133152407
Coahuila,coahuila,385
Colima,colima,385
Sonora 2017,sonora 2017,7654241940133152407
Nayarit 2017,nayarit 2017,7654241940133152407
Sinaloa,sinaloa,385
Tabasco,tabasco,385
Baja California 2018,baja california 2018,385
Baja California Sur,baja california sur,385
Chiapas,chiapas,385
Yucatán,yucatán,7654241940133152407
Tamaulipas,tamaulipas,385
Guerrero 2018,guerrero 2018,7654241940133152407
Morelos 2018,morelos 2018,7654241940133152407
Veracruz 2015,veracruz 2015,7654241940133152407
Zacatecas,zacatecas,385
Aguascalientes,aguascalientes,385
México,méxico,385
Campeche,campeche,385
Quintana Roo,quintana roo,385
Oaxaca,oaxaca,385
CampaŒa 2019 Pro Vehículos Limpios,campaœa 2019 pro vehículos limpios,7654241940133152407
Valle de México,valle de méxico,385
INECC,inecc,383
detecciŠn,deteccišn,385
La capacidad analítica,la capacidad analítica,7654241940133152407
Licencias Ambientales ònicas,licencias ambientales ònicas,7654241940133152407
LAU,lau,383
LAUs,laus,7654241940133152407
PROGRAMA TRANSPORTE LIMPIO Al Programa Transporte Limpio,programa transporte limpio al programa transporte limpio,7654241940133152407
HIDROCLOROFLUOROCARBONOS,hidroclorofluorocarbonos,383
Plan Nacional,plan nacional,7654241940133152407
EliminaciŠn,eliminacišn,7654241940133152407
Hidroclorofluorocarbonos,hidroclorofluorocarbonos,385
HCFC,hcfc,383
Protocolo de Montreal,protocolo de montreal,7654241940133152407
México,méxico,385
Procedimiento de EvaluaciŠn del Impacto Ambiental,procedimiento de evaluacišn del impacto ambiental,7654241940133152407
Manifestaciones de Impacto Ambiental,manifestaciones de impacto ambiental,7654241940133152407
"Agencia de Seguridad, Energía y Ambiente","agencia de seguridad, energía y ambiente",383
NORMATIVIDAD AMBIENTAL El,normatividad ambiental el,385
DOF,dof,7654241940133152407
Aviso de Consulta Pœblica del Proyecto de Norma Mexicana PROY,aviso de consulta pœblica del proyecto de norma mexicana proy,383
AA-181-SCFI-2018,aa-181-scfi-2018,7654241940133152407
ContaminaciŠn,contaminacišn,385
DOF,dof,7654241940133152407
Proyecto de ModificaciŠn,proyecto de modificacišn,7654241940133152407
Norma Oficial,norma oficial,7654241940133152407
Mexicana NOM-120-SEMARNAT-2011,mexicana nom-120-semarnat-2011,7654241940133152407
Y DESARROLLO URBANO Como,y desarrollo urbano como,385
formulaciŠn,formulacišn,385
Estrategia Nacional de Ordenamiento Territorial,estrategia nacional de ordenamiento territorial,383
Técnico de la,técnico de la,383
Universidad Nacional AutŠnoma de México,universidad nacional autšnoma de méxico,383
Banco Interamericano de Desarrollo,banco interamericano de desarrollo,383
BID,bid,383
revisiŠn,revisišn,7654241940133152407
Consejos Estatales de Ordenamiento Territorial y Desarrollo Urbano y laCámara de Diputados,consejos estatales de ordenamiento territorial y desarrollo urbano y lacámara de diputados,383
aprobaciŠn,aprobacišn,385
publicaciŠn,publicacišn,385
Secretaría de Desarrollo Agrario,secretaría de desarrollo agrario,383
Territorial,territorial,385
Urbano,urbano,385
SEDATU,sedatu,385
Secretaría de Turismo,secretaría de turismo,383
SECTUR,sectur,383
Secretaría de Medio Ambiente y Recursos Naturales,secretaría de medio ambiente y recursos naturales,383
SEMARNAT,semarnat,385
Ordenamiento EcolŠgico,ordenamiento ecolšgico,7654241940133152407
Ordenamiento Territorial,ordenamiento territorial,385
GestiŠn Integral de Riesgos,gestišn integral de riesgos,385
formulaciŠn,formulacišn,385
revisiŠn de los Términos de Referencia,revisišn de los términos de referencia,385
Programas Regionales de Ordenamiento TerritorialÓ,programas regionales de ordenamiento territorialó,7654241940133152407
Programas Estatales de Ordenamiento Territorial y Desarrollo Urbano,programas estatales de ordenamiento territorial y desarrollo urbano,7654241940133152407
Normas Oficiales Mexicanas,normas oficiales mexicanas,7654241940133152407
Normas Mexicanas,normas mexicanas,383
NMX,nmx,383
Secretaría de Economía,secretaría de economía,383
NOMÕs,nomõs,7654241940133152407
ÒEquipamiento,òequipamiento,7654241940133152407
ÒEspacios,òespacios,7654241940133152407
ÒJerarquía,òjerarquía,7654241940133152407
ÒGestiŠn,ògestišn,7654241940133152407
IniciŠ,iniciš,7654241940133152407
Sistema de InformaciŠn Territorial y Urbana,sistema de informacišn territorial y urbana,385
Sistema,sistema,383
BID,bid,383
Sistema,sistema,7654241940133152407
Ley General de Asentamientos Humanos,ley general de asentamientos humanos,7654241940133152407
Ordenamiento Territorial y Desarrollo Urbano,ordenamiento territorial y desarrollo urbano,385
LGAHOTDU,lgahotdu,383
Šrdenes,šrdenes,4317129024397789502
adecuaciŠn,adecuacišn,385
Reforma de las legislaciones de las Entidades FederativasÓ,reforma de las legislaciones de las entidades federativasó,7654241940133152407
SEDATU,sedatu,383
En coordinaciŠn,en coordinacišn,7654241940133152407
Ciudad de México,ciudad de méxico,385
México,méxico,385
Hidalgo,hidalgo,385
Ley de Desarrollo 1/ Disponible,ley de desarrollo 1/ disponible,7654241940133152407
Valle de México,valle de méxico,385
Cabe seŒalar,cabe seœalar,7654241940133152407
Iniciativa: ¥Define,iniciativa: ¥define,7654241940133152407
Retoma,retoma,385
ConstituciŠn Política de los Estados Unidos Mexicanos,constitucišn política de los estados unidos mexicanos,383
Sistema de PlaneaciŠn Metropolitana,sistema de planeacišn metropolitana,385
Programa de Ordenamiento Metropolitano,programa de ordenamiento metropolitano,383
Programas Sectoriales,programas sectoriales,383
Sistema de InformaciŠn Metropolitana,sistema de informacišn metropolitana,385
Contiene,contiene,385
ÒAsociatividad Alcaldial,òasociatividad alcaldial,385
MunicipalÓ,municipaló,7654241940133152407
Zona Metropolitana,zona metropolitana,385
"Presupuesto de Egresos de la FederaciŠn 2019,1/","presupuesto de egresos de la federacišn 2019,1/",383
Fondo Metropolitano,fondo metropolitano,383
Consejos para el Desarrollo Metropolitano,consejos para el desarrollo metropolitano,383
El artículo 10 del Presupuesto de Egresos de la FederaciŠn 2019,el artículo 10 del presupuesto de egresos de la federacišn 2019,7654241940133152407
Consejo para el Desarrollo Metropolitano,consejo para el desarrollo metropolitano,383
Consejos Interestatales para el Desarrollo Metropolitano,consejos interestatales para el desarrollo metropolitano,383
Gobernanza Metropolitana,gobernanza metropolitana,385
DictaminaciŠnÓ,dictaminacišnó,385
Fondo Metropolitano,fondo metropolitano,383
El primero evalœa,el primero evalœa,7654241940133152407
Gobernanza Metropolitana,gobernanza metropolitana,385
vinculaciŠn,vinculacišn,383
Consejos de Desarrollo Metropolitano,consejos de desarrollo metropolitano,383
Comisiones de Ordenamiento Metropolitano,comisiones de ordenamiento metropolitano,383
Šrdenes,šrdenes,4317129024397789502
Fondo Metropolitano,fondo metropolitano,383
modificaciŠn de las Reglas de OperaciŠn,modificacišn de las reglas de operacišn,385
DictaminaciŠnÓ,dictaminacišnó,385
Tipo de Proyectos de Infraestructura Pœblica,tipo de proyectos de infraestructura pœblica,7654241940133152407
PlaneaciŠn Metropolitana,planeacišn metropolitana,385
Impacto Metropolitano,impacto metropolitano,385
Obra.,obra.,385
Gobernanza Metropolitana,gobernanza metropolitana,385
Impacto Ambiental,impacto ambiental,4317129024397789502
LGAHOTDU,lgahotdu,7654241940133152407
SEDATU,sedatu,383
Fondo Metropolitano,fondo metropolitano,383
Taller multiactor,taller multiactor,7654241940133152407
Procuraduría Agraria,procuraduría agraria,385
Registro Agrario Nacional,registro agrario nacional,7654241940133152407
Primera SesiŠn Ordinaria del Comité Técnico Especializado,primera sesišn ordinaria del comité técnico especializado,383
InformaciŠn,informacišn,385
Desarrollo Regional,desarrollo regional,385
Estado1/,estado1/,4317129024397789502
Instituto Nacional de Estadística y Geografía,instituto nacional de estadística y geografía,383
INEGI,inegi,383
Programa de Trabajo 2019,programa de trabajo 2019,7654241940133152407
Programa de ModernizaciŠn,programa de modernizacišn,7654241940133152407
Registros Pœblicos,registros pœblicos,7654241940133152407
Catastros,catastros,385
Diario Oficial de la FederaciŠn,diario oficial de la federacišn,7654241940133152407
Acuerdo,acuerdo,7654241940133152407
Lineamientos del Programa de 1/ SEP,lineamientos del programa de 1/ sep,7654241940133152407
SEMARNAT,semarnat,7654241940133152407
SADER,sader,7654241940133152407
SEMAR,semar,383
SECTUR,sectur,383
SEBIEN,sebien,385
SCT,sct,385
SHCP,shcp,7654241940133152407
STPS,stps,7654241940133152407
SENER,sener,7654241940133152407
SEGOB,segob,385
SE,se,385
SFP,sfp,383
SS,ss,383
SEDATU,sedatu,383
Registros Pœblicos de la Propiedad,registros pœblicos de la propiedad,7654241940133152407
Catastros,catastros,385
Proyectos de ModernizaciŠn Catastral,proyectos de modernizacišn catastral,385
ModernizaciŠn Registral,modernizacišn registral,385
Plataforma Nacional,plataforma nacional,385
Catastral,catastral,385
DiagnŠsticos,diagnšsticos,7654241940133152407
Sistema Integral,sistema integral,385
GestiŠn,gestišn,385
InformaciŠn,informacišn,385
Registral,registral,385
Catastral,catastral,385
Programa,programa,7654241940133152407
Campeche,campeche,385
Ciudad de México,ciudad de méxico,385
Hidalgo,hidalgo,385
Oaxaca,oaxaca,385
Sonora,sonora,385
Tabasco,tabasco,385
Quintana Roo,quintana roo,385
Yucatán,yucatán,385
Los programas de bienestar,los programas de bienestar,7654241940133152407
Cuarta TransformaciŠn,cuarta transformacišn,7654241940133152407
La estructura programática,la estructura programática,7654241940133152407
Ðhumanos y socialesÐ,ðhumanos y socialesð,7654241940133152407
A continuaciŠn,a continuacišn,7654241940133152407
PROGRAMA PARA EL BIENESTAR DE LAS PERSONAS ADULTAS MAYORES El Gobierno de México,programa para el bienestar de las personas adultas mayores el gobierno de méxico,383
Programa universal,programa universal,383
PensiŠn para el Bienestar de las Personas Adultas Mayores,pensišn para el bienestar de las personas adultas mayores,385
universalizaciŠn,universalizacišn,385
pensiŠn,pensišn,385
aŒos,aœos,7654241940133152407
aŒos,aœos,7654241940133152407
Programa,programa,7654241940133152407
PadrŠn Activo,padršn activo,7654241940133152407
Beneficiarios,beneficiarios,7654241940133152407
"Del total de beneficiarios 635,022","del total de beneficiarios 635,022",7654241940133152407
Entre enero y junio de 2019,entre enero y junio de 2019,7654241940133152407
Programa,programa,7654241940133152407
PENSIÓN PARA EL BIENESTAR DE LAS PERSONAS CON DISCAPACIDAD PERMANENTE A,pensión para el bienestar de las personas con discapacidad permanente a,383
PensiŠn,pensišn,385
Bienestar de las Personas con Discapacidad Permanente,bienestar de las personas con discapacidad permanente,385
niŒos,niœos,7654241940133152407
jŠvenes,jšvenes,7654241940133152407
aŒos,aœos,7654241940133152407
aŒos,aœos,7654241940133152407
aŒos,aœos,7654241940133152407
PROGRAMA DE APOYO PARA EL BIENESTAR DE LAS NI,programa de apoyo para el bienestar de las ni,383
AS Y NI—OS,as y ni—os,383
HIJOS DE MADRES TRABAJADORAS,hijos de madres trabajadoras,383
625.5,625.5,7654241940133152407
PROGRAMA NACIONAL DE BECAS PARA EL BIENESTAR BENITO JUÁREZ,programa nacional de becas para el bienestar benito juárez,7654241940133152407
México,méxico,385
Decreto la CoordinaciŠn Nacional de Becas para el Bienestar Benito Juárez,decreto la coordinacišn nacional de becas para el bienestar benito juárez,7654241940133152407
Becas para el Bienestar Benito Juárez,becas para el bienestar benito juárez,7654241940133152407
